asset_uid,coingecko_id,active,cg_valid_from,cg_valid_to,binance_symbol,binance_multiplier,valid_from,valid_to,evidence
MOMO,momo-3,False,,,,,,,no Binance USDT perp validated
MON,monad,True,,,MONUSDT,1.0,2025-10-10,,"ticker match; vs CoinGecko monad: 299 days, median gap 0.12%"
MONEY,defi-money,False,,,,,,,no Binance USDT perp validated
MONKY,wise-monkey,False,,,,,,,no Binance USDT perp validated
MOODENG,moo-deng,True,,,MOODENGUSDT,1.0,2024-10-25,,"ticker match; vs CoinGecko moo-deng: 693 days, median gap 0.14%"
MOOLAH,moolah,True,,,,,,,no Binance USDT perp validated
MOON,moon,False,,,,,,,no Binance USDT perp validated
MOR,morpheusai,False,,,,,,,no Binance USDT perp validated
MORI,mori-coin,False,,,,,,,no Binance USDT perp validated
MORPHO,morpho,True,,,MORPHOUSDT,1.0,2024-11-27,,"ticker match; vs CoinGecko morpho: 660 days, median gap 0.13%"
MOTHER,mother-iggy,False,,,,,,,no Binance USDT perp validated
MOVE,movement,True,,,MOVEUSDT,1.0,2024-12-09,,"ticker match; vs CoinGecko movement: 648 days, median gap 0.18%"
MOVR,moonriver,True,,,MOVRUSDT,1.0,2023-12-26,,"ticker match; vs CoinGecko moonriver: 728 days, median gap 0.13%"
MPC,my-paqman-coin,True,,,,,,,no Binance USDT perp validated
MPLX,metaplex,False,,,,,,,no Binance USDT perp validated
MPS,mt-pelerin-shares,False,,,,,,,no Binance USDT perp validated
MPST,maxi-payfi-strategy-token,False,,,,,,,no Binance USDT perp validated
MPT,miracle-play,False,,,,,,,no Binance USDT perp validated
MRE7YIELD,midas-mre7yield,False,,,,,,,no Binance USDT perp validated
MSETH,metronome-synth-eth,False,,,,,,,no Binance USDT perp validated
MSFTON,microsoft-ondo-tokenized-stock,False,,,,,,,no Binance USDT perp validated
MSHD,mashida,False,,,,,,,no Binance USDT perp validated
MSOL,msol,False,,,,,,,no Binance USDT perp validated
MSTRON,microstrategy-ondo-tokenized-stock,True,,,,,,,no Binance USDT perp validated
MSTRX,microstrategy-xstock,True,,,,,,,no Binance USDT perp validated
MSUSD,main-street-usd,True,,,,,,,no Binance USDT perp validated
MSY,main-street-yield,True,,,,,,,no Binance USDT perp validated
MSYRUPUSDP,midas-msyrupusdp,False,,,,,,,no Binance USDT perp validated
MTBILL,midas-mtbill,True,,,,,,,no Binance USDT perp validated
MTL,metal,True,,,MTLUSDT,1.0,2021-03-31,,"ticker match; vs CoinGecko metal: 728 days, median gap 0.23%"
MTO,merchant-token,False,,,,,,,no Binance USDT perp validated
MUBARAK,mubarak,True,,,MUBARAKUSDT,1.0,2025-03-17,,"ticker match; vs CoinGecko mubarak: 550 days, median gap 0.14%"
MUMU,mumu-the-bull-3,False,,,,,,,no Binance USDT perp validated
MUON,micron-technology-ondo-tokenized-stock,True,,,,,,,no Binance USDT perp validated
MUSD,metamask-usd,True,,,,,,,no Binance USDT perp validated
MVC,mileverse,False,,,,,,,no Binance USDT perp validated
MVL,mass-vehicle-ledger,True,,,,,,,no Binance USDT perp validated
MVRK,mavryk-network,False,,,,,,,no Binance USDT perp validated
MWC,mimblewimblecoin,True,,,,,,,no Binance USDT perp validated
MWETH,moonwell-flagship-eth-morpho-vault,False,,,,,,,no Binance USDT perp validated
MWUSDC,moonwell-flagship-usdc-morpho-vault,False,,,,,,,no Binance USDT perp validated
MX,mx-token,True,,,,,,,no Binance USDT perp validated
MXNB,mxnb,False,,,,,,,no Binance USDT perp validated
MXRP,midas-xrp,False,,,,,,,no Binance USDT perp validated
MXT,memetern,True,,,,,,,no Binance USDT perp validated
MY,metya,False,,,,,,,no Binance USDT perp validated
MYRIA,myria,False,,,,,,,no Binance USDT perp validated
MYST,mysterium,False,,,,,,,no Binance USDT perp validated
MYTH,mythos,False,,,,,,,no Binance USDT perp validated
MYX,myx-finance,True,,,MYXUSDT,1.0,2025-06-18,,"ticker match; vs CoinGecko myx-finance: 457 days, median gap 0.42%"
MZC,maza,False,,,,,,,no Binance USDT perp validated
MZR,mizar,False,,,,,,,no Binance USDT perp validated
NACHO,nacho-the-kat,False,,,,,,,no Binance USDT perp validated
NAKA,nakamoto-games,False,,,,,,,no Binance USDT perp validated
NALPHA,nest-alpha-vault,False,,,,,,,no Binance USDT perp validated
NAM,namada,False,,,,,,,no Binance USDT perp validated
NAORIS,naoris,True,,,NAORISUSDT,1.0,2025-07-31,,"ticker match; vs CoinGecko naoris: 414 days, median gap 0.45%"
NAP,napoli-fan-token,False,,,,,,,no Binance USDT perp validated
NAT,dmt-nat,True,,,,,,,no Binance USDT perp validated
NATI,illuminaticoin,False,,,,,,,no Binance USDT perp validated
NATIX,natix-network,False,,,,,,,no Binance USDT perp validated
NAV,nav-coin,False,,,,,,,no Binance USDT perp validated
NAVI,atlas-navi,False,,,,,,,no Binance USDT perp validated
NAVX,navi,False,,,,,,,no Binance USDT perp validated
NBASIS,nest-basis-vault,True,,,,,,,no Binance USDT perp validated
NBLU,nuritopia,False,,,,,,,no Binance USDT perp validated
NBT,nanobyte,False,,,,,,,no Binance USDT perp validated
NCT,polyswarm,False,,,,,,,no Binance USDT perp validated
NCX,novachargex-coin,True,,,,,,,no Binance USDT perp validated
NEAR,near,True,,,NEARUSDT,1.0,2020-10-15,,"ticker match; vs CoinGecko near: 728 days, median gap 0.08%"
NECT,nectar,False,,,,,,,no Binance USDT perp validated
NEET,neet,True,,,,,,,no Binance USDT perp validated
NEIRO,neiro-3,True,,,NEIROUSDT,1.0,2024-09-16,,"ticker match; vs CoinGecko neiro-3: 728 days, median gap 0.13%"
NEMESIS,nemesis-2,False,,,,,,,no Binance USDT perp validated
NEO,neo,True,,,NEOUSDT,1.0,2020-02-17,,"ticker match; vs CoinGecko neo: 728 days, median gap 0.14%"
NEON,neon,False,,,,,,,no Binance USDT perp validated
NERO,nero-chain,False,,,,,,,no Binance USDT perp validated
NETX,netx,False,,,,,,,no Binance USDT perp validated
NEURAL,neuralai,False,,,,,,,no Binance USDT perp validated
NEWT,newton-protocol,False,,,NEWTUSDT,1.0,2025-06-19,,"ticker match; vs CoinGecko newton-protocol: 452 days, median gap 0.19%"
NEX,nexora,False,,,,,,,no Binance USDT perp validated
NEXA,nexacoin,False,,,,,,,no Binance USDT perp validated
NEXO,nexo,True,,,,,,,no Binance USDT perp validated
NFD,feisty-doge-nft,False,,,,,,,no Binance USDT perp validated
NFLXX,netflix-xstock,False,,,,,,,no Binance USDT perp validated
NFP,nfprompt-token,False,,,NFPUSDT,1.0,2023-12-27,2026-07-01,"ticker match; vs CoinGecko nfprompt-token: 650 days, median gap 0.13%"
NFT,apenft,True,,,,,,,no Binance USDT perp validated
NFTX,nftx,False,,,,,,,no Binance USDT perp validated
NIBI,nibiru,False,,,,,,,no Binance USDT perp validated
NIGHT,midnight-3,True,,,NIGHTUSDT,1.0,2025-12-10,,"ticker match; vs CoinGecko midnight-3: 282 days, median gap 0.15%"
NIL,nillion,True,,,NILUSDT,1.0,2025-03-24,,"ticker match; vs CoinGecko nillion: 543 days, median gap 0.16%"
NILA,mindwavedao,True,,,,,,,no Binance USDT perp validated
NIM,nimiq-2,False,,,,,,,no Binance USDT perp validated
NINSTO,nest-institutional-vault,False,,,,,,,no Binance USDT perp validated
NIZA,niza-global-2,False,,,,,,,no Binance USDT perp validated
NKN,nkn,False,,,NKNUSDT,1.0,2021-04-08,2026-02-05,"ticker match; vs CoinGecko nkn: 504 days, median gap 0.15%"
NKP,nonkyotoprotocol,False,,,,,,,no Binance USDT perp validated
NKYC,nkyc-token,True,,,,,,,no Binance USDT perp validated
NLS,nolus,False,,,,,,,no Binance USDT perp validated
NMR,numeraire,True,,,NMRUSDT,1.0,2023-06-22,,"ticker match; vs CoinGecko numeraire: 728 days, median gap 0.14%"
NMT,netmind-token,False,,,,,,,no Binance USDT perp validated
NOBODY,nobody-sausage,False,,,,,,,no Binance USDT perp validated
NOCK,nockchain,True,,,,,,,no Binance USDT perp validated
NODE,node-2,False,,,,,,,no Binance USDT perp validated
NOICE,noice,False,,,,,,,no Binance USDT perp validated
NOM,nomina,False,,,NOMUSDT,1.0,2025-10-01,,"ticker match; vs CoinGecko nomina: 352 days, median gap 0.23%"
NOMU,nomu,False,,,,,,,no Binance USDT perp validated
NOS,nosana,True,,,,,,,no Binance USDT perp validated
NOT,notcoin,True,,,NOTUSDT,1.0,2024-05-16,,"ticker match; vs CoinGecko notcoin: 728 days, median gap 0.12%"
NOTHING,you-ll-own-nothing-and-be-happy,False,,,,,,,no Binance USDT perp validated
NOW,changenow,True,,,,,,,no Binance USDT perp validated
NOX,nonos-2,False,,,,,,,no Binance USDT perp validated
NPC,non-playable-coin,True,,,,,,,no Binance USDT perp validated
NPXS,pundi-x,False,,,,,,,no Binance USDT perp validated
NRG,energi,False,,,,,,,no Binance USDT perp validated
NRN,neuron,False,,,,,,,no Binance USDT perp validated
NRS,nereus-token,False,,,,,,,no Binance USDT perp validated
NS,suins-token,False,,,,,,,no Binance USDT perp validated
NST,ninja-squad,False,,,,,,,no Binance USDT perp validated
NTBILL,nest-treasury-vault,False,,,,,,,no Binance USDT perp validated
NTRN,neutron-3,False,,,NTRNUSDT,1.0,2023-11-14,2026-03-23,"ticker match; vs CoinGecko neutron-3: 550 days, median gap 0.15%"
NTX,nunet,False,,,,,,,no Binance USDT perp validated
NUB,sillynubcat,False,,,,,,,no Binance USDT perp validated
NUIT,nuit,False,,,,,,,no Binance USDT perp validated
NUM,numbers-protocol,False,,,,,,,no Binance USDT perp validated
NUMI,numine-token,False,,,,,,,no Binance USDT perp validated
NUSD,nusd-2,True,,,,,,,no Binance USDT perp validated
NUTS,thetanuts-finance,False,,,,,,,no Binance USDT perp validated
NVDAON,nvidia-ondo-tokenized-stock,True,,,,,,,no Binance USDT perp validated
NVDAX,nvidia-xstock,True,,,,,,,no Binance USDT perp validated
NVL,nuvola-digital,False,,,,,,,no Binance USDT perp validated
NVM,novem-pro,False,,,,,,,no Binance USDT perp validated
NVOON,novo-nordisk-ondo-tokenized-stock,False,,,,,,,no Binance USDT perp validated
NXM,nxm,True,,,,,,,no Binance USDT perp validated
NXPC,nexpace,True,,,NXPCUSDT,1.0,2025-05-15,,"ticker match; vs CoinGecko nexpace: 491 days, median gap 0.14%"
NXRA,allianceblock-nexera,False,,,,,,,no Binance USDT perp validated
NXUSD,nxusd,True,,,,,,,no Binance USDT perp validated
NYA,nya,False,,,,,,,no Binance USDT perp validated
NYC,nyc-token,True,,,,,,,no Binance USDT perp validated
NYM,nym,True,,,,,,,no Binance USDT perp validated
OAS,oasys,False,,,,,,,no Binance USDT perp validated
OBOL,obol-2,False,,,OBOLUSDT,1.0,2025-05-07,2025-12-04,"ticker match; vs CoinGecko obol-2: 212 days, median gap 0.17%"
OBSR,observer-coin,False,,,,,,,no Binance USDT perp validated
OBT,orbiter-finance,False,,,,,,,no Binance USDT perp validated
OCEAN,ocean-protocol,True,,,,,,,no Binance USDT perp validated
OCT,octra,True,,,,,,,no Binance USDT perp validated
OCTA,octaspace,False,,,,,,,no Binance USDT perp validated
ODOS,odos,False,,,,,,,no Binance USDT perp validated
OETH,origin-ether,False,,,,,,,no Binance USDT perp validated
OFT,onfa,True,,,,,,,no Binance USDT perp validated
OG,og-fan-token,False,,,OGUSDT,1.0,2025-05-12,,"ticker match; vs CoinGecko og-fan-token: 494 days, median gap 0.15%"
OGN,origin-protocol,False,,,OGNUSDT,1.0,2021-03-31,,"ticker match; vs CoinGecko origin-protocol: 728 days, median gap 0.14%"
OGY,origyn-foundation,False,,,,,,,no Binance USDT perp validated
OHM,olympus,True,,,,,,,no Binance USDT perp validated
OHO,oho-blockchain,True,,,,,,,no Binance USDT perp validated
OI,o-intelligence-coin,False,,,,,,,no Binance USDT perp validated
OJEE,vimworld-ojee,False,,,,,,,no Binance USDT perp validated
OKB,okb,True,,,,,,,no Binance USDT perp validated
OL,open-loot,False,,,OLUSDT,1.0,2025-06-25,2026-04-07,"ticker match; vs CoinGecko open-loot: 287 days, median gap 0.23%"
OLAS,autonolas,False,,,,,,,no Binance USDT perp validated
OM,mantra-dao,True,,,OMUSDT,1.0,2024-02-13,2026-02-22,"ticker match; vs CoinGecko mantra-dao: 521 days, median gap 0.14%"
OMFG,omnipair,False,,,,,,,no Binance USDT perp validated
OMG,omisego,False,,,OMGUSDT,1.0,2020-07-02,2025-01-30,"ticker match; vs CoinGecko omisego: 133 days, median gap 0.16%"
OMI,ecomi,True,,,,,,,no Binance USDT perp validated
OMIKAMI,amaterasu-omikami,False,,,,,,,no Binance USDT perp validated
OMNI,omni-network,True,,,OMNIUSDT,1.0,2024-04-17,2025-09-21,"ticker match; vs CoinGecko omni-network: 367 days, median gap 0.12%"
ON,orochi-network,True,,,ONUSDT,1.0,2025-10-24,,"ticker match; vs CoinGecko orochi-network: 329 days, median gap 0.39%"
ONDO,ondo-finance,True,,,ONDOUSDT,1.0,2024-01-20,,"ticker match; vs CoinGecko ondo-finance: 728 days, median gap 0.11%"
ONE,harmony,True,,,ONEUSDT,1.0,2021-03-17,,"ticker match; vs CoinGecko harmony: 728 days, median gap 0.17%"
ONG,ong,True,,,ONGUSDT,1.0,2023-11-27,,"ticker match; vs CoinGecko ong: 728 days, median gap 0.22%"
ONO,onocoy-token,False,,,,,,,no Binance USDT perp validated
ONT,ontology,True,,,ONTUSDT,1.0,2020-02-11,,"ticker match; vs CoinGecko ontology: 728 days, median gap 0.18%"
ONYC,onyc,True,,,,,,,no Binance USDT perp validated
OOB,oobit-2,False,,,,,,,no Binance USDT perp validated
OORT,oort,False,,,,,,,no Binance USDT perp validated
OP,optimism,True,,,OPUSDT,1.0,2022-06-01,,"ticker match; vs CoinGecko optimism: 728 days, median gap 0.09%"
OPEN,openledger-2,True,,,OPENUSDT,1.0,2025-09-08,,"ticker match; vs CoinGecko openledger-2: 375 days, median gap 0.17%"
OPG,opengradient,True,,,OPGUSDT,1.0,2026-04-22,,"ticker match; vs CoinGecko opengradient: 149 days, median gap 0.12%"
OPN,opinion,True,,,OPNUSDT,1.0,2026-02-21,,"ticker match; vs CoinGecko opinion: 198 days, median gap 0.13%"
OPT,optio,True,,,,,,,no Binance USDT perp validated
OPUL,opulous,False,,,,,,,no Binance USDT perp validated
OPUS,opus-2,False,,,,,,,no Binance USDT perp validated
ORAI,oraichain-token,False,,,,,,,no Binance USDT perp validated
ORBS,orbs,True,,,ORBSUSDT,1.0,2023-10-17,2024-12-08,"ticker match; vs CoinGecko orbs: 80 days, median gap 0.26%"
ORCA,orca,True,,,ORCAUSDT,1.0,2024-12-06,,"ticker match; vs CoinGecko orca: 651 days, median gap 0.16%"
ORDER,orderly-network,True,,,ORDERUSDT,1.0,2025-09-26,,"ticker match; vs CoinGecko orderly-network: 357 days, median gap 0.31%"
ORDI,ordinals,True,,,ORDIUSDT,1.0,2023-11-07,,"ticker match; vs CoinGecko ordinals: 728 days, median gap 0.10%"
ORE,ore,True,,,,,,,no Binance USDT perp validated
ORGO,orgo,False,,,,,,,no Binance USDT perp validated
ORI,orizon,True,,,,,,,no Binance USDT perp validated
ORIBGT,origami-ibgt-auto-compounder,False,,,,,,,no Binance USDT perp validated
ORN,orion-protocol,False,,,,,,,no Binance USDT perp validated
ORNG,orange-2,False,,,,,,,no Binance USDT perp validated
OSAK,osaka-protocol,True,,,,,,,no Binance USDT perp validated
OSETH,stakewise-v3-oseth,False,,,,,,,no Binance USDT perp validated
OSMO,osmosis,True,,,,,,,no Binance USDT perp validated
OUSD,origin-dollar,False,,,,,,,no Binance USDT perp validated
OUSDT,orbit-bridge-klaytn-usd-tether,False,,,,,,,no Binance USDT perp validated
OUSG,ousg,True,,,,,,,no Binance USDT perp validated
OVER,overtime,False,,,,,,,no Binance USDT perp validated
OVPP,openvpp,False,,,,,,,no Binance USDT perp validated
OVR,ovr,False,,,,,,,no Binance USDT perp validated
OWBTC,orbit-bridge-klaytn-wrapped-btc,False,,,,,,,no Binance USDT perp validated
OXA,onyx-arches,True,,,,,,,no Binance USDT perp validated
OXT,orchid-protocol,False,,,OXTUSDT,1.0,2023-08-11,2026-04-14,"ticker match; vs CoinGecko orchid-protocol: 572 days, median gap 0.13%"
OZA,ozapay,True,,,,,,,no Binance USDT perp validated
OZO,ozone-chain,True,,,,,,,no Binance USDT perp validated
P,pop-planet,False,,,,,,,no Binance USDT perp validated
P2P,sentinel,False,,,,,,,no Binance USDT perp validated
P33,pharaoh-liquid-staking-token,False,,,,,,,no Binance USDT perp validated
PAAL,paal-ai,False,,,,,,,no Binance USDT perp validated
PACK,hashpack,False,,,,,,,no Binance USDT perp validated
PAI,parrot-usd,False,,,,,,,no Binance USDT perp validated
PAIN,pain,False,,,,,,,no Binance USDT perp validated
PALM,palm-ai,False,,,,,,,no Binance USDT perp validated
PALMO,orcib,False,,,,,,,no Binance USDT perp validated
PALU,palu,False,,,,,,,no Binance USDT perp validated
PANDORA,pandora,False,,,,,,,no Binance USDT perp validated
PAPARAZZI,paparazzi-token,False,,,,,,,no Binance USDT perp validated
PAR,par-stablecoin,False,,,,,,,no Binance USDT perp validated
PART,particl,False,,,,,,,no Binance USDT perp validated
PARTI,particle-network,False,,,PARTIUSDT,1.0,2025-03-25,,"ticker match; vs CoinGecko particle-network: 542 days, median gap 0.19%"
PATIENCE,patience-token,False,,,,,,,no Binance USDT perp validated
PATRIOT,patriot,False,,,,,,,no Binance USDT perp validated
PAW,pawswap,False,,,,,,,no Binance USDT perp validated
PAXG,pax-gold,True,,,PAXGUSDT,1.0,2025-03-27,,"ticker match; vs CoinGecko pax-gold: 540 days, median gap 0.05%"
PAYAI,payai-network-2,False,,,,,,,no Binance USDT perp validated
PBTC,botanix-pegged-bitcoin,False,,,,,,,no Binance USDT perp validated
PC,pentagon-chain,False,,,,,,,no Binance USDT perp validated
PC0000015,tradable-na-third-party-online-merchant-sstn,True,,,,,,,no Binance USDT perp validated
PC0000019,tradable-north-america-pos-lender-sstn,True,,,,,,,no Binance USDT perp validated
PC0000023,tradable-singapore-fintech-ssl-2,True,,,,,,,no Binance USDT perp validated
PC0000027,tradable-latam-bnpl-sstn,True,,,,,,,no Binance USDT perp validated
PC0000031,tradable-na-rent-financing-platform-sstn,True,,,,,,,no Binance USDT perp validated
PC0000033,tradable-apac-diversified-finance-provider-sstn,True,,,,,,,no Binance USDT perp validated
PC0000049,tradable-eu-latam-pos-financing-sstl,True,,,,,,,no Binance USDT perp validated
PC0000077,tradable-singapore-fintech-ssl,True,,,,,,,no Binance USDT perp validated
PC0000081,tradable-na-legal-receivables-ssl,True,,,,,,,no Binance USDT perp validated
PC0000085,tradable-latam-middle-market-lender-sstl,True,,,,,,,no Binance USDT perp validated
PC0000089,latam-residential-sstl,True,,,,,,,no Binance USDT perp validated
PC0000097,tradable-latam-fintech-sstn,True,,,,,,,no Binance USDT perp validated
PC0000101,na-post-settlement-legal-financing-receivables,True,,,,,,,no Binance USDT perp validated
PC0016245,na-capital-as-a-service-sstn,True,,,,,,,no Binance USDT perp validated
PCI,pay-coin,True,,,,,,,no Binance USDT perp validated
PCOCK,pulsechain-peacock,False,,,,,,,no Binance USDT perp validated
PCULE,polycule,False,,,,,,,no Binance USDT perp validated
PDT,paragonsdao,False,,,,,,,no Binance USDT perp validated
PEAQ,peaq-2,True,,,,,,,no Binance USDT perp validated
PEAR,pear-protocol,False,,,,,,,no Binance USDT perp validated
PEAS,peapods-finance,False,,,,,,,no Binance USDT perp validated
PEIPEI,peipeicoin-vip,False,,,,,,,no Binance USDT perp validated
PENDLE,pendle,True,,,PENDLEUSDT,1.0,2023-07-28,,"ticker match; vs CoinGecko pendle: 728 days, median gap 0.09%"
PENGU,pudgy-penguins,True,,,PENGUUSDT,1.0,2024-12-17,,"ticker match; vs CoinGecko pudgy-penguins: 640 days, median gap 0.12%"
PEOPLE,constitutiondao,True,,,PEOPLEUSDT,1.0,2021-12-23,,"ticker match; vs CoinGecko constitutiondao: 728 days, median gap 0.13%"
PEP,pepecoin-network,False,,,,,,,no Binance USDT perp validated
PEPE,pepe,True,,,1000PEPEUSDT,1000.0,2023-05-05,,"ticker match; vs CoinGecko pepe: 728 days, median gap 0.09%"
PEPECOIN,pepecoin-2,False,,,,,,,no Binance USDT perp validated
PEPENODE,pepenode,False,,,,,,,no Binance USDT perp validated
PEPEONTRON,pepeontron,False,,,,,,,no Binance USDT perp validated
PEPON,pepsico-ondo-tokenized-stock,False,,,,,,,no Binance USDT perp validated
PEPPER,pepper,False,,,,,,,no Binance USDT perp validated
PEPU,pepe-unchained-2,False,,,,,,,no Binance USDT perp validated
PERP,perpetual-protocol,False,,,PERPUSDT,1.0,2023-03-05,2025-11-20,"ticker match; vs CoinGecko perpetual-protocol: 427 days, median gap 0.11%"
PFEON,pfizer-ondo-tokenized-stock,False,,,,,,,no Binance USDT perp validated
PGOLD,pleasing-gold,True,,,,,,,no Binance USDT perp validated
PGON,procter-gamble-ondo-tokenized-stock,False,,,,,,,no Binance USDT perp validated
PHA,pha,True,,,PHAUSDT,1.0,2024-12-30,,"ticker match; vs CoinGecko pha: 627 days, median gap 0.16%"
PHB,red-pulse,False,,,,,,,no Binance USDT perp validated
PHNIX,phnix,False,,,,,,,no Binance USDT perp validated
PHT,pht-stablecoin,False,,,,,,,no Binance USDT perp validated
PI,pi-network,True,,,,,,,no Binance USDT perp validated
PIB,pibble,False,,,,,,,no Binance USDT perp validated
PIEVERSE,pieverse,True,,,PIEVERSEUSDT,1.0,2025-11-14,,"ticker match; vs CoinGecko pieverse: 308 days, median gap 0.27%"
PIKA,pikaboss,False,,,,,,,no Binance USDT perp validated
PIN,pinlink,False,,,,,,,no Binance USDT perp validated
PING,ping,False,,,,,,,no Binance USDT perp validated
PINGO,pingo,False,,,,,,,no Binance USDT perp validated
PINKSALE,pinksale,True,,,,,,,no Binance USDT perp validated
PINTO,pinto,False,,,,,,,no Binance USDT perp validated
PIPE,pipe-network,False,,,,,,,no Binance USDT perp validated
PIPPIN,pippin,True,,,PIPPINUSDT,1.0,2025-01-24,,"ticker match; vs CoinGecko pippin: 602 days, median gap 0.18%"
PIRATE,pirate-token,False,,,,,,,no Binance USDT perp validated
PIT,pitbull,False,,,,,,,no Binance USDT perp validated
PIVX,pivx,False,,,,,,,no Binance USDT perp validated
PIXEL,pixels,False,,,PIXELUSDT,1.0,2024-02-19,,"ticker match; vs CoinGecko pixels: 728 days, median gap 0.12%"
PIXL,sappy-seals-pixl,False,,,,,,,no Binance USDT perp validated
PKOIN,pocketcoin,False,,,,,,,no Binance USDT perp validated
PLAY,playsout,True,,,PLAYUSDT,1.0,2025-07-31,,"ticker match; vs CoinGecko playsout: 414 days, median gap 0.49%"
PLI,plugin,False,,,,,,,no Binance USDT perp validated
PLLD,palladium-network,True,,,,,,,no Binance USDT perp validated
PLT,poollotto-finance,False,,,,,,,no Binance USDT perp validated
PLUME,plume,True,,,PLUMEUSDT,1.0,2025-03-21,,"ticker match; vs CoinGecko plume: 546 days, median gap 0.17%"
PLUSD,trevee-plasma-usd,False,,,,,,,no Binance USDT perp validated
PM,pumpmeme,True,,,,,,,no Binance USDT perp validated
PMT,public-meme-token,False,,,,,,,no Binance USDT perp validated
PMUSD,precious-metals-usd,True,,,,,,,no Binance USDT perp validated
PND,pandacoin,False,,,,,,,no Binance USDT perp validated
PNDC,pond-coin,False,,,,,,,no Binance USDT perp validated
PNG,pangolin,False,,,,,,,no Binance USDT perp validated
PNIC,phoenic-token,False,,,,,,,no Binance USDT perp validated
PNK,kleros,False,,,,,,,no Binance USDT perp validated
PNKSTR,punkstrategy,False,,,,,,,no Binance USDT perp validated
PNP,penpie,False,,,,,,,no Binance USDT perp validated
PNUT,peanut-the-squirrel,True,,,PNUTUSDT,1.0,2024-11-11,,"ticker match; vs CoinGecko peanut-the-squirrel: 676 days, median gap 0.12%"
POFU,pofu,False,,,,,,,no Binance USDT perp validated
POKT,pocket-network,True,,,,,,,no Binance USDT perp validated
POL,polygon-ecosystem-token,True,,,POLUSDT,1.0,2024-09-13,,"ticker match; vs CoinGecko polygon-ecosystem-token: 728 days, median gap 0.08%"
POLA,polaris-share,False,,,,,,,no Binance USDT perp validated
POLIS,star-atlas-dao,False,,,,,,,no Binance USDT perp validated
POLS,polkastarter,False,,,,,,,no Binance USDT perp validated
POLY,polymath,False,,,,,,,no Binance USDT perp validated
POLYFACTS,polyfactual,False,,,,,,,no Binance USDT perp validated
POLYX,polymesh,True,,,POLYXUSDT,1.0,2023-10-25,,"ticker match; vs CoinGecko polymesh: 728 days, median gap 0.17%"
POND,marlin,True,,,,,,,no Binance USDT perp validated
PONKE,ponke,False,,,PONKEUSDT,1.0,2024-11-04,2025-11-27,"ticker match; vs CoinGecko ponke: 389 days, median gap 0.15%"
POPCAT,popcat,True,,,POPCATUSDT,1.0,2024-08-22,,"ticker match; vs CoinGecko popcat: 728 days, median gap 0.13%"
POR,portugal-national-team-fan-token,False,,,,,,,no Binance USDT perp validated
PORK,pepefork,False,,,,,,,no Binance USDT perp validated
PORTAL,portal-2,False,,,PORTALUSDT,1.0,2024-02-29,,"ticker match; vs CoinGecko portal-2: 728 days, median gap 0.13%"
PORTALS,portals,False,,,,,,,no Binance USDT perp validated
PORTO,fc-porto,False,,,,,,,no Binance USDT perp validated
POWER,power-protocol,True,,,POWERUSDT,1.0,2025-12-06,,"ticker match; vs CoinGecko power-protocol: 286 days, median gap 0.34%"
POWR,power-ledger,True,,,POWRUSDT,1.0,2023-10-27,,"ticker match; vs CoinGecko power-ledger: 728 days, median gap 0.15%"
POX,monkey-pox,False,,,,,,,no Binance USDT perp validated
PP,official-ppshow,False,,,,,,,no Binance USDT perp validated
PPC,peercoin,False,,,,,,,no Binance USDT perp validated
PRCL,parcl,False,,,,,,,no Binance USDT perp validated
PRDT,predictions,True,,,,,,,no Binance USDT perp validated
PRE,presearch,False,,,,,,,no Binance USDT perp validated
PREMIA,premia,False,,,,,,,no Binance USDT perp validated
PRIME,hastra-prime,True,,,,,,,no Binance USDT perp validated
PRIZE,prize-protocol,True,,,,,,,no Binance USDT perp validated
PRL,perle,True,,,PRLUSDT,1.0,2026-04-01,,"ticker match; vs CoinGecko perle: 170 days, median gap 0.25%"
PRO,propy,True,,,,,,,no Binance USDT perp validated
PROJECT89,project-89,False,,,,,,,no Binance USDT perp validated
PROM,prometeus,True,,,PROMUSDT,1.0,2025-01-15,,"ticker match; vs CoinGecko prometeus: 611 days, median gap 0.16%"
PROMPT,wayfinder,False,,,PROMPTUSDT,1.0,2025-04-11,,"ticker match; vs CoinGecko wayfinder: 525 days, median gap 0.17%"
PROPC,propchain,False,,,,,,,no Binance USDT perp validated
PROPS,propbase,False,,,,,,,no Binance USDT perp validated
PROS,pharos-network,True,,,,,,,no Binance USDT perp validated
PROVE,succinct,True,,,PROVEUSDT,1.0,2025-08-05,,"ticker match; vs CoinGecko succinct: 409 days, median gap 0.15%"
PRXVT,prxvt-by-virtuals,False,,,,,,,no Binance USDT perp validated
PSC,powersnookercoin,False,,,,,,,no Binance USDT perp validated
PSG,paris-saint-germain-fan-token,False,,,,,,,no Binance USDT perp validated
PSOL,phantom-staked-sol,False,,,,,,,no Binance USDT perp validated
PSP,paraswap,False,,,,,,,no Binance USDT perp validated
PSTUSDC,payfi-strategy-token-usdc,False,,,,,,,no Binance USDT perp validated
PTB,portal-to-bitcoin,False,,,PTBUSDT,1.0,2025-09-03,,"ticker match; vs CoinGecko portal-to-bitcoin: 380 days, median gap 0.30%"
PTGC,the-grays-currency,True,,,,,,,no Binance USDT perp validated
PUBLIC,publicai,False,,,,,,,no Binance USDT perp validated
PUFF,puff-the-dragon,True,,,,,,,no Binance USDT perp validated
